,stainless
2022-11-22,10054.310711151336
2022-11-23,9855.751359353599
2022-11-24,9870.621519879607
2022-11-25,9722.756017806767
2022-11-28,9932.426393516398
2022-11-29,9898.654086435867
2022-11-30,9718.532251466233
2022-12-01,9648.331722348454
2022-12-02,9734.980290506122
2022-12-05,9613.159736114141
2022-12-06,9438.914832826664
2022-12-07,9488.211439233875
2022-12-08,9538.034544676302
2022-12-09,9430.477246633725
2022-12-12,9331.517003792776
2022-12-13,9377.846248062386
2022-12-14,9081.67980803695
2022-12-15,8802.746953010243
2022-12-16,8662.990011324831
2022-12-19,8620.905900836373
2022-12-20,8678.783326384297
2022-12-21,8964.26578389855
2022-12-22,9133.894207666202
2022-12-23,9100.25221283499
2022-12-26,9094.948689917257
2022-12-27,8894.666123094332
2022-12-28,8889.581013355728
2022-12-29,8831.738696146893
2022-12-30,8893.347168333354
2023-01-02,8731.184739327577
2023-01-03,8830.290325153412
2023-01-04,9132.303104411767
2023-01-05,9108.939493301028
2023-01-06,9188.47070301597
2023-01-09,9327.826858825214
2023-01-10,9244.162743792283
2023-01-11,9288.428535370855
2023-01-12,9289.486973690968
2023-01-13,9307.990202716861
2023-01-16,9149.19812335151
2023-01-17,9152.645349387234
2023-01-18,9252.178955275642
2023-01-19,9551.422585493023
2023-01-20,9753.989184589831
2023-01-23,10226.535572666557
2023-01-24,10053.328311259189
2023-01-25,10246.876492322952
2023-01-26,10286.697415737835
2023-01-27,10793.76306694786
2023-01-30,10601.372575296631
2023-01-31,10405.199822398965
2023-02-01,10266.915191659427
2023-02-02,9795.620699260067
2023-02-03,9681.142481317995
2023-02-06,9518.89648670625
2023-02-07,9548.949110582307
2023-02-08,9619.597541436156
2023-02-09,10024.222524610524
2023-02-10,10234.819690643157
2023-02-13,10103.80799014034
2023-02-14,9904.01776260635
2023-02-15,10010.380626374594
2023-02-16,9721.602980724583
2023-02-17,10120.536743712639
2023-02-20,10385.464873597295
2023-02-21,10276.905352854408
2023-02-22,9894.355296528694
2023-02-23,10192.486304857111
2023-02-24,10165.114949420547
2023-02-27,10444.644398766
2023-02-28,10082.203432660906
2023-03-01,9948.215274471953
2023-03-02,9947.736998018228
2023-03-03,9956.416544512498
2023-03-06,9856.493935730668
2023-03-07,9991.146796343533
2023-03-08,9757.116069727026
2023-03-09,9724.942812739633
2023-03-10,9749.174238643387
2023-03-13,9858.767961754615
2023-03-14,10013.029055186069
2023-03-15,9766.199882222014
2023-03-16,9439.846353879537
2023-03-17,9707.95972807435
2023-03-20,9777.748905880455
2023-03-21,9616.140770607948
2023-03-22,9949.069337304194
2023-03-23,9972.84309524616
2023-03-24,10233.872755394623
2023-03-27,10247.441133467488
2023-03-28,10722.01987919045
2023-03-29,11143.28970741978
2023-03-30,11080.47624484928
2023-03-31,11318.540102904622
2023-04-03,11478.866051530846
2023-04-04,11828.589132200339
2023-04-05,11577.703726180413
2023-04-06,11752.235506776533
2023-04-07,12027.74247407657
2023-04-10,11568.381028646594
2023-04-11,11268.638514065582
2023-04-12,10771.448549376488
2023-04-13,10705.904672567402
2023-04-14,10874.842096884313
2023-04-17,11239.25123416014
2023-04-18,11255.784473684223
2023-04-19,11665.386976705795
2023-04-20,11313.92209971768
2023-04-21,10895.112219512825
2023-04-24,10879.99591879664
2023-04-25,10970.721287638175
2023-04-26,10961.02151538351
2023-04-27,10470.88948578257
2023-04-28,10448.62482734158
2023-05-01,10150.732138030742
2023-05-02,10300.032350985246
2023-05-03,10381.9225485668
2023-05-04,10167.333523419748
2023-05-05,10051.145360195322
2023-05-08,9817.528796914967
2023-05-09,9802.366204921967
2023-05-10,10009.34367516154
2023-05-11,9792.552201324408
2023-05-12,9900.364829142667
2023-05-15,9783.691196922748
2023-05-16,9612.573129633925
2023-05-17,9588.346496372225
2023-05-18,9370.437776371837
2023-05-19,9255.234709088863
2023-05-22,9012.521520288108
2023-05-23,9409.965783707785
2023-05-24,9415.743372622399
2023-05-25,9270.07923847786
2023-05-26,9312.392597485114
2023-05-29,9287.837599859959
2023-05-30,9241.185211717
2023-05-31,9365.638936314215
2023-06-01,9521.81368906829
2023-06-02,9409.550676188119
2023-06-05,9289.325205144374
2023-06-06,9231.65097562466
2023-06-07,8773.375477804875
2023-06-08,8483.737606428707
2023-06-09,8741.870323302472
2023-06-12,9063.2574840745
2023-06-13,9012.15464295015
2023-06-14,9125.953414499509
2023-06-15,9187.29092838169
2023-06-16,9830.997055167589
2023-06-19,10075.038961224733
2023-06-20,10045.019772662996
2023-06-21,9833.998237370735
2023-06-22,9490.232265881636
2023-06-23,9531.340302853172
2023-06-26,9372.179668327024
2023-06-27,9081.362659039116
2023-06-28,8951.355482015204
2023-06-29,8738.996697803474
2023-06-30,9068.706807983937
2023-07-03,9245.19829920822
2023-07-04,9242.06035796902
2023-07-05,9547.037090009966
2023-07-06,9561.771128278038
2023-07-07,9380.375105883484
2023-07-10,9699.145521655983
2023-07-11,9813.470181528215
2023-07-12,9590.021507962745
2023-07-13,9548.297513599615
2023-07-14,9364.197206224911
2023-07-17,9081.524278711046
2023-07-18,9267.360984979849
2023-07-19,9664.251304204174
2023-07-20,9369.26300059937
2023-07-21,9484.729198029414
2023-07-24,9348.108671354063
2023-07-25,9246.732501466944
2023-07-26,9125.251832872731
2023-07-27,8951.60280673421
2023-07-28,8959.717627190443
2023-07-31,8795.623719563711
2023-08-01,8846.780568159416
2023-08-02,8835.54047804464
2023-08-03,8787.675942479338
2023-08-04,8612.173197292896
2023-08-07,8501.957128870808
2023-08-08,8643.326393951522
2023-08-09,8737.883548573505
2023-08-10,8550.170683210845
2023-08-11,8567.514152946826
2023-08-14,8709.204589027857
2023-08-15,8393.099229146093
2023-08-16,8492.862658945585
2023-08-17,8368.318367635135
2023-08-18,8472.874116567322
2023-08-21,8330.119543230208
2023-08-22,8003.830236465534
2023-08-23,7720.44942765578
2023-08-24,7727.373782222849
2023-08-25,7770.478253261738
2023-08-28,7615.835635589912
2023-08-29,7722.558071874106
2023-08-30,7443.557559122587
2023-08-31,7431.504201843038
2023-09-01,7234.521348027644
2023-09-04,7130.125773209329
2023-09-05,7136.412693886208
2023-09-06,7001.1624826371335
2023-09-07,6940.9167403415995
2023-09-08,7095.472052090142
2023-09-11,7004.647664576211
2023-09-12,7133.738776124542
2023-09-13,6957.109484348693
2023-09-14,7037.700461268141
2023-09-15,7263.787506262829
2023-09-18,6877.416401836757
2023-09-19,6756.530232476977
2023-09-20,6841.924372415942
2023-09-21,6810.248518152814
2023-09-22,6865.081558486522
2023-09-25,6773.159080064198
2023-09-26,6784.991511591516
2023-09-27,6760.636154626146
2023-09-28,6935.828237119941
2023-09-29,6973.702138489207
2023-10-02,7024.65417065076
2023-10-03,6960.012439496991
2023-10-04,6884.461147629691
2023-10-05,6817.999922509121
2023-10-06,6876.4279523644955
2023-10-09,6811.782261445179
2023-10-10,6854.319537193961
2023-10-11,7174.073604574764
2023-10-12,7311.997138973873
2023-10-13,7258.437673324238
2023-10-16,7452.0204448127615
2023-10-17,7384.0649227463555
2023-10-18,7058.440797239701
2023-10-19,6902.159077217371
2023-10-20,6622.172558209779
2023-10-23,6569.972605070509
2023-10-24,6571.565337216283
2023-10-25,6817.892028854574
2023-10-26,6866.089416177491
2023-10-27,6831.882889807354
2023-10-30,6956.825741149073
2023-10-31,6624.723644564705
2023-11-01,6658.137422951572
2023-11-02,6771.157645702035
2023-11-03,6552.90600246031
2023-11-06,6719.154523112417
2023-11-07,6768.380122597387
2023-11-08,6705.592348194968
2023-11-09,6798.688292212111
2023-11-10,7146.552528686732
2023-11-13,7174.0916917973345
2023-11-14,7212.280652151941
2023-11-15,7138.435058624733
2023-11-16,7004.778613808342
2023-11-17,7133.029712240542
2023-11-20,6998.511643330073
2023-11-21,7008.4159173267335
2023-11-22,6933.859978072246
2023-11-23,7006.326142460623
2023-11-24,7056.90339748004
2023-11-27,7219.013131109535
2023-11-28,7137.123064513497
2023-11-29,7093.6207163173685
2023-11-30,6941.046026853602
2023-12-01,6872.260224926582
2023-12-04,6928.532670072654
2023-12-05,7043.987348706412
2023-12-06,6901.0865472528585
2023-12-07,7033.5263017578045
2023-12-08,7245.738497372505
2023-12-11,7310.891297975307
2023-12-12,7618.5111435406
2023-12-13,7488.412485864576
2023-12-14,7284.5165616746435
2023-12-15,7003.221734282625
2023-12-18,7236.887980955823
2023-12-19,7340.852595022141
2023-12-20,7330.661636146103
2023-12-21,7374.844472212678
2023-12-22,7192.914339849318
2023-12-25,7590.189013576958
2023-12-26,7610.598861964262
2023-12-27,7627.728548379924
2023-12-28,7749.497948204138
2023-12-29,7830.838768085064
2024-01-01,7868.300676484337
2024-01-02,7731.091848960258
2024-01-03,7810.596290844634
2024-01-04,8140.180546644741
2024-01-05,8383.893235887777
2024-01-08,8682.201852421049
2024-01-09,8583.486899136919
2024-01-10,8396.859807743502
2024-01-11,8372.234147842946
2024-01-12,8381.154726427447
2024-01-15,8584.400539506683
2024-01-16,8268.620086115763
2024-01-17,8550.821511453643
2024-01-18,8519.689737236744
2024-01-19,8438.49850866059
2024-01-22,8250.929795708947
2024-01-23,7954.0087427858925
2024-01-24,8098.359909828299
2024-01-25,8110.13390966776
2024-01-26,7881.432878192957
2024-01-29,7658.316880425262
2024-01-30,7600.584741411238
2024-01-31,7884.193711981455
2024-02-01,7837.914704864392
2024-02-02,7581.173022524282
2024-02-05,7538.97419407942
2024-02-06,7492.551878478029
2024-02-07,7058.8700726888865
2024-02-08,7049.2710377202575
2024-02-09,7012.3220491843895
2024-02-12,7119.625397583853
2024-02-13,7414.644795730901
2024-02-14,7599.875037253104
2024-02-15,7553.7163642902515
2024-02-16,7370.4545664490415
2024-02-19,7799.447847267424
2024-02-20,7808.359539633336
2024-02-21,7809.479506921081
2024-02-22,7804.049132418821
2024-02-23,7836.923812630755
2024-02-26,7810.741081460952
2024-02-27,7711.31013050579
2024-02-28,7617.645271540028
2024-02-29,7610.900303918011
2024-03-01,7519.02435690076
2024-03-04,7400.561880270696
2024-03-05,7416.734029792157
2024-03-06,7373.949068370819
2024-03-07,7621.320364760202
2024-03-08,7187.45790954095
2024-03-11,7361.320435185588
2024-03-12,7565.127713296383
2024-03-13,7225.898463197128
2024-03-14,7170.334737012832
2024-03-15,7110.689018605572
2024-03-18,6892.285489307138
2024-03-19,6773.986792182058
2024-03-20,6609.051958982386
2024-03-21,6868.257669233263
2024-03-22,7010.272257081472
2024-03-25,7208.407137786035
2024-03-26,7322.821362893096
2024-03-27,7141.61358864748
2024-03-28,7058.344036802498
2024-03-29,7133.745932660877
2024-04-01,6942.954447320823
2024-04-02,7051.806633631478
2024-04-03,7013.392087288446
2024-04-04,6954.533604678956
2024-04-05,7063.249873069472
2024-04-08,7131.60748264168
2024-04-09,7073.917413333446
2024-04-10,7255.8754323031435
2024-04-11,7083.815313711579
2024-04-12,7179.495111558982
2024-04-15,7272.804822974265
2024-04-16,7222.155665862631
2024-04-17,7273.083513663747
2024-04-18,7074.043158629673
2024-04-19,7218.458183606705
2024-04-22,7187.9138437809415
2024-04-23,7104.3859513234165
2024-04-24,7269.424459652055
2024-04-25,7156.235773435694
2024-04-26,6936.288058948914
2024-04-29,6701.173309086315
2024-04-30,6790.198700747243
2024-05-01,6600.105942176622
2024-05-02,6859.342456598496
2024-05-03,6550.528058544079
2024-05-06,6799.066495724825
2024-05-07,6829.654796595141
2024-05-08,6813.99180055867
2024-05-09,6731.514051565646
2024-05-10,6789.902095501604
2024-05-13,6783.15996475014
2024-05-14,6949.049547036215
2024-05-15,6965.432397984549
2024-05-16,6987.40916483356
2024-05-17,6930.4812312382
2024-05-20,6920.652306023694
2024-05-21,6966.637820530455
2024-05-22,6707.7486316095265
2024-05-23,6510.231298343427
2024-05-24,6616.71304486137
2024-05-27,6640.599636223698
2024-05-28,6612.63441452947
2024-05-29,6614.239757232518
2024-05-30,6664.03148609895
2024-05-31,6584.1178115850025
2024-06-03,6471.038852334801
2024-06-04,6497.977350658375
2024-06-05,6358.2689906103205
2024-06-06,6414.708814828175
2024-06-07,6177.362962067901
2024-06-10,6318.100023291493
2024-06-11,6383.232550056596
2024-06-12,6418.316609101859
2024-06-13,6557.821648823162
2024-06-14,6801.988878594708
2024-06-17,6954.689072946507
2024-06-18,6676.974505407322
2024-06-19,6490.173448180542
2024-06-20,6400.33037786661
2024-06-21,6402.965059871563
2024-06-24,6475.402655366852
2024-06-25,6371.5703010969
2024-06-26,6396.8141918907395
2024-06-27,6290.130169929615
2024-06-28,6204.87562739582
2024-07-01,6014.406785501955
2024-07-02,5892.254264133954
2024-07-03,5718.308912491872
2024-07-04,5595.67201076468
2024-07-05,5726.247165842931
2024-07-08,5606.711727445633
2024-07-09,5940.773130344537
2024-07-10,6004.758440997025
2024-07-11,6028.292429243809
2024-07-12,5914.311494527714
2024-07-15,6005.356264697561
2024-07-16,5928.649638872383
2024-07-17,5943.6465556633775
2024-07-18,6287.752611068006
2024-07-19,6273.42275187112
2024-07-22,6433.363547568803
2024-07-23,6333.355752516398
2024-07-24,6327.436109939682
2024-07-25,6578.28392664165
2024-07-26,6486.913859053274
2024-07-29,6750.279687603268
2024-07-30,6855.3180736360355
2024-07-31,6769.720459122156
2024-08-01,6863.650098191438
2024-08-02,7011.267544159644
2024-08-05,7106.8878582979405
2024-08-06,6863.932603275438
2024-08-07,6753.662734095815
2024-08-08,6715.8071349856145
2024-08-09,6703.697422104823
2024-08-12,6794.952595615502
2024-08-13,6820.510480323487
2024-08-14,6621.547164774484
2024-08-15,6676.193151142064
2024-08-16,6765.56920228845
2024-08-19,6848.4676475286105
2024-08-20,7012.471529403677
2024-08-21,7141.428137923597
2024-08-22,7212.914171640282
2024-08-23,7200.585594814821
2024-08-26,6940.528459044197
2024-08-27,7005.43600181621
2024-08-28,7036.436140711736
2024-08-29,7077.536336245035
2024-08-30,6879.957822062448
2024-09-02,6716.812922906678
2024-09-03,6873.47583321769
2024-09-04,6866.359975332136
2024-09-05,6969.169818762023
2024-09-06,6972.381053007013
2024-09-09,6975.814894667884
2024-09-10,7120.462453143995
2024-09-11,7038.754714091438
2024-09-12,7052.53298377714
2024-09-13,6979.8745107167815
2024-09-16,6912.196821075113
2024-09-17,6864.115653292881
2024-09-18,6896.686715629269
2024-09-19,6823.155203737407
2024-09-20,7013.5580102385575
2024-09-23,6875.450762581313
2024-09-24,6846.060544963577
2024-09-25,6778.897885005002
2024-09-26,6997.505357589071
2024-09-27,7026.745422337075
2024-09-30,7187.259798825257
2024-10-01,6954.526678843902
2024-10-02,6994.45003686476
2024-10-03,7131.829601397362
2024-10-04,7143.610412456262
2024-10-07,7312.215108228956
2024-10-08,7228.108787584217
2024-10-09,7455.0147243320325
2024-10-10,7841.33556243036
2024-10-11,7777.5831701577345
2024-10-14,7700.301974900605
2024-10-15,7949.745939413728
2024-10-16,8230.136273301227
2024-10-17,8134.472555918007
2024-10-18,8058.141631949144
2024-10-21,8006.922708472203
2024-10-22,7771.789665629882
2024-10-23,7614.7138308801195
2024-10-24,7446.763381719122
2024-10-25,7320.564606167625
2024-10-28,7313.771198983859
2024-10-29,7350.433533352034
2024-10-30,7604.809892773047
2024-10-31,7438.026807754448
2024-11-01,7599.969074588031
2024-11-04,7562.958708082057
2024-11-05,7553.4787170236095
2024-11-06,7665.447517744625
2024-11-07,7476.8046200185945
2024-11-08,7538.876478766937
2024-11-11,7565.3559515619945
2024-11-12,7646.692778978674
2024-11-13,7694.340947204897
2024-11-14,8121.0195445208055
2024-11-15,8006.319525193042
2024-11-18,7911.837831596717
2024-11-19,7802.603420895239
2024-11-20,7706.365226304014
2024-11-21,7597.58082735389
2024-11-22,7798.1111517462
2024-11-25,8044.88936769941
2024-11-26,7942.988304577732
2024-11-27,7797.273796623715
2024-11-28,7877.449665108004
2024-11-29,7780.846529995469
2024-12-02,7888.896663086506
2024-12-03,7922.973891995195
2024-12-04,7661.3171432658655
2024-12-05,7925.9288024226935
2024-12-06,8244.70521645081
2024-12-09,8132.7310626195585
2024-12-10,8062.188815212766
2024-12-11,8111.835222009739
2024-12-12,8170.536079997456
2024-12-13,8288.67701496891
2024-12-16,8662.882522564532
2024-12-17,8627.73929448889
2024-12-18,8475.825236239003
2024-12-19,8220.600012221159
2024-12-20,8087.858750797264
2024-12-23,8080.630857790154
2024-12-24,8405.38470937302
2024-12-25,8308.645426823166
2024-12-26,8348.375428414935
2024-12-27,8343.98716246734
2024-12-30,8564.100428930711
2024-12-31,9053.297266627467
2025-01-01,8946.485588257005
2025-01-02,8849.013355957099
2025-01-03,9053.612601431776
2025-01-06,9189.251301749624
2025-01-07,9569.556323188426
2025-01-08,9691.96856012822
2025-01-09,9613.921676019158
2025-01-10,9738.345600680952
2025-01-13,9977.695709417469
2025-01-14,10158.171079333093
2025-01-15,10270.739885257795
2025-01-16,10513.428455020296
2025-01-17,10786.228640446334
2025-01-20,11118.16486925114
2025-01-21,11276.481386794812
2025-01-22,11233.169520098145
2025-01-23,11267.720084364484
2025-01-24,11569.581158696763
2025-01-27,11361.19851627888
2025-01-28,11452.049422685917
2025-01-29,11351.304902871525
2025-01-30,11356.642102549053
2025-01-31,11679.396466241085
2025-02-03,11726.789808468771
2025-02-04,11736.880818996826
2025-02-05,11388.344163584556
2025-02-06,11575.375553496704
2025-02-07,11739.36756308991
2025-02-10,12310.832128905582
2025-02-11,12225.573826053549
2025-02-12,12282.777686084666
2025-02-13,12348.477745469118
2025-02-14,12783.415684748403
2025-02-17,12754.497082164979
2025-02-18,12831.102131965255
2025-02-19,13002.104713780129
2025-02-20,13053.573130255487
2025-02-21,12923.602269107845
2025-02-24,12976.900139386758
2025-02-25,13285.570601926145
2025-02-26,12986.135698883261
2025-02-27,13022.131316039782
2025-02-28,12820.563629970286
2025-03-03,13160.698822355764
2025-03-04,12723.977701729591
2025-03-05,12566.084299953207
2025-03-06,12668.954994033491
